Title,id,price,author,publisher,pub_year,s_tile
Data Analytics with Hadoop,2603356,39.99,Benjamin Bengfort,O'Reilly Media,2016,An Introduction for Data Scientists
Full Stack Serverless,210083963,71.99,Nader Dabit,O'Reilly Media,2020,
Operating OpenShift,210702115,71.99,Rick Rackow,O'Reilly Media,2022,
Click Here to Kill Everybody: Security and Survival in a Hyper-connected World,210073247,23.95,Bruce Schneier,W. W. Norton & Company,2018,
The Essence of Software,210289041,29.99,Daniel Jackson,Princeton University Press,2021,Why Concepts Matter for Great Design
Modern Computer Vision with PyTorch,210176475,66.99,V Kishore Ayyadevara,Packt Publishing,2020,Explore deep learning concepts and implement over 50 real-world image applications
Linux Administration Cookbook,209563347,49.99,Adam K. Dean,Packt Publishing,2018,Insightful recipes to work with system administration tasks on Linux
Mastering PostgreSQL 13,210169249,44.99,Hans-Jürgen Schönig,Packt Publishing,2020,"Build, administer, and maintain database applications efficiently with PostgreSQL 13"
Azure Data Factory Cookbook,210192089,49.99,Dmitry Anoshin,Packt Publishing,2020,Build and manage ETL and ELT pipelines with Microsoft Azure's serverless data integration service
"Mastering Ubuntu Server,",210192158,84.99,Jay LaCroix,Packt Publishing,2020,"Gain expertise in the art of deploying, configuring, managing, and troubleshooting Ubuntu Server"
Snowflake Cookbook,210233942,50.99,Hamid Mahmood Qureshi,Packt Publishing,2021,Techniques for building modern cloud data warehousing solutions
Learn WinUI 3.0,210256524,55.99,Alvin Ashcraft,Packt Publishing,2021,"Leverage the power of WinUI, the future of native Windows application development"
React 17 Design Patterns and Best Practices,210299927,55.99,Carlos Santana Roldán,Packt Publishing,2021,"Design, build, and deploy production-ready web applications using industry-standard practices"
Blazor WebAssembly by Example,210311410,44.99,Toi B. Wright,Packt Publishing,2021,"A project-based guide to building web apps with .NET, Blazor WebAssembly, and C#"
Angular Cookbook,210336127,39.99,Muhammad Ahsan Ayaz,Packt Publishing,2021,Over 80 actionable recipes every Angular developer should know
The Official Guide to Mermaid.js,210356270,44.99,Knut Sveidqvist,Packt Publishing,2021,Create complex diagrams and beautiful flowcharts easily using text and code
"Mastering Ansible, 4th Edition",210406205,44.99,James Freeman,Packt Publishing,2021,Automate configuration management and overcome deployment challenges with Ansible
Speed Up Your Python with Rust,210437376,44.99,Maxwell Flitton,Packt Publishing,2022,Optimize Python performance by creating Python pip modules in Rust with PyO3
Solutions Architect's Handbook,210456527,55.99,Saurabh Shrivastava,Packt Publishing,2022,Kick-start your career as a solutions architect by learning architecture design principles and strategies
Data Engineering with Google Cloud Platform,210502279,55.99,Adi Wijaya,Packt Publishing,2022,A practical guide to operationalizing scalable data analytics systems on GCP
Modern CMake for C++,210509287,47.99,Rafał Świdziński,Packt Publishing,2022,"Discover a better approach to building, testing, and packaging your software"
Microsoft 365 Fundamentals Guide,210567211,26.99,Gustavo Moraes,Packt Publishing,2022,Over 100 tips and tricks to help you get up and running with M365 quickly
Template Metaprogramming with C++,210633772,47.99,Marius Bancila,Packt Publishing,2022,Learn everything about C++ templates and unlock the power of template metaprogramming
Mastering Python 2E,210702017,50.99,Rick van Hattem,Packt Publishing,2022,Write powerful and efficient code using the full range of Python's capabilities
Mastering Linux Security and Hardening,210775998,45.99,Donald A. Tevault,Packt Publishing,2023,A practical guide to protecting your Linux system from cyber attacks
Learn React with TypeScript,210775999,45.99,Carl Rippon,Packt Publishing,2023,A beginner's guide to reactive web development with React 18 and TypeScript
The Robotic Process Automation Handbook,209973049,63.82076688,Tom Taulli,Apress,2020,A Guide to Implementing RPA Systems
Modern C++ for Absolute Beginners,210088436,63.82076688,Slobodan Dmitrović,Apress,2020,A Friendly Introduction to C++ Programming Language and C++11 to C++20 Standards
Practical Haskell,210672458,71.95820528,Alejandro Serrano Mena,Apress,2022,A Real-World Guide to Functional Programming
Azure Data Factory by Example,210310290,77.39285164,Richard Swinbank,Apress,2021,Practical Implementation for Data Engineers
Artificial Intelligence,210335245,79.90673886,Charu C. Aggarwal,Springer International Publishing,2021,A Textbook
Quantum Computing: An Applied Approach,210383238,47.93823086,Jack D. Hidary,Springer International Publishing,2021,
Game Sound,210151269,45.99,Karen Collins,MIT Press,2008,"An Introduction to the History, Theory, and Practice of Video Game Music and Sound Design"
The Modern Web,95833381,29.95,Peter Gasston,No Starch Press,2013,"Multi-Device Web Development with HTML5, CSS3, and JavaScript"
Master Your Data with Excel and Power BI,210375865,19.95,Miguel Escobar,Holy Macro! Books,2021,Leveraging Power Query to Get &amp; Transform Your Task Flow
The Definitive ANTLR 4 Reference,95960841,42.99,Terence Parr,Pragmatic Bookshelf,2013,
Build Websites with Hugo,210136934,30.99,Brian P. Hogan,Pragmatic Bookshelf,2020,
Mastering ChatGPT,210777220,6.99,TJ Books,TeeBooks,2023,"Create Highly Effective Prompts, Strategies, and Best Practices to Go From Novice to Expert"
The Inmates Are Running the Asylum,226949,43.08749095,Alan Cooper,Pearson Education,2004,Why High Tech Products Drive Us Crazy and How to Restore the Sanity
"CompTIA Network+ Certification All-in-One Exam Guide, Seventh Edition (Exam N10-007)",96197975,72.73287,Mike Meyers,McGraw Hill LLC,2018,
M Is for (Data) Monkey,2268240,17.99,Ken Puls,Holy Macro! Books,2015,A Guide to the M Language in Excel Power Query
Getting Started with Arduino,443238,11.99,Massimo Banzi,O'Reilly Media,2009,
Understanding Machine Learning,1658711,78.5191251,Shai Shalev-Shwartz,Cambridge University Press,2014,From Theory to Algorithms
Logic in Computer Science,283471,77.71673988,Michael Huth,Cambridge University Press,2004,Modelling and Reasoning about Systems
Power Pivot and Power BI,2473618,29.99,Rob Collie,Holy Macro! Books,2015,"The Excel User's Guide to DAX, Power Query, Power BI &amp; Power Pivot in Excel 2010-2016"
CompTIA Advanced Security Practitioner (CASP) CAS-003 Cert Guide,96180481,64.63797095,Robin Abernathy,Pearson Education,2018,
macOS Catalina: The Missing Manual,209901844,39.99,David Pogue,O'Reilly Media,2019,The Book That Should Have Been in the Box
Exploring BeagleBone,209558997,47.99,Derek Molloy,Wiley,2018,Tools and Techniques for Building with Embedded Linux
Istio: Up and Running,209794934,56.99,Lee Calcote,O'Reilly Media,2019,"Using a Service Mesh to Connect, Secure, Control, and Observe"
PHP and MySQL for Dynamic Web Sites,95898109,53.86273095,Larry Ullman,Pearson Education,2017,Visual QuickPro Guide
Computer Science: A Very Short Introduction,2543618,10.76177095,Subrata Dasgupta,OUP Oxford,2016,
Content Strategy for the Web,861616,37.69987095,Kristina Halvorson,Pearson Education,2012,
Constraint Handling Rules,451831,75.30958422,Thom Frühwirth,Cambridge University Press,2009,
"Truthful Art, The",2520324,53.86273095,Alberto Cairo,Pearson Education,2016,"Data, Charts, and Maps for Communication"
Networks,96308191,90.6817987,Mark Newman,OUP Oxford,2018,
Advanced Data Structures,367003,59.27951466,Peter Brass,Cambridge University Press,2008,
Cisco CyberOps Associate CBROPS 200-201 Official Cert Guide,210088116,53.86273095,Omar Santos,Pearson Education,2020,
Foundations of Digital Art and Design with Adobe Creative Cloud,209733844,59.25035095,xtine burrough,Pearson Education,2019,
OCA/OCP Java SE 8 Programmer Certification Bundle (Exams 1Z0-808 and 1Z0-809),138617320,114.486925,Kathy Sierra,McGraw Hill LLC,2018,
Managing Projects with GNU Make,443413,51.99,Robert Mecklenburg,O'Reilly Media,2004,The Power of GNU Make for Building Anything
Think Data Structures,95800942,44.99,Allen B. Downey,O'Reilly Media,2017,Algorithms and Information Retrieval in Java
Modern Fortran Explained,96358478,69.4099198,Michael Metcalf,OUP Oxford,2018,Incorporating Fortran 2018
"Django 3 By Example,",209989529,55.99,Antonio Melé,Packt Publishing,2020,Build powerful and reliable Python web applications from scratch
Prediction Machines,96383474,38.99,Ajay Agrawal,Harvard Business Review Press,2018,The Simple Economics of Artificial Intelligence
"Eloquent JavaScript, 3rd Edition",96116450,43.99,Marijn Haverbeke,No Starch Press,2018,A Modern Introduction to Programming
"Eloquent JavaScript, 3rd Edition",96116450,43.99,Marijn Haverbeke,No Starch Press,2018,A Modern Introduction to Programming
Real-Time Software Design for Embedded Systems,2511059,112.18403466,Hassan Gomaa,Cambridge University Press,2016,
CompTIA IT Fundamentals (ITF+) Study Guide,95954024,62.0,Quentin Docter,Wiley,2018,Exam FC0-U61
vi and Vim Editors Pocket Reference,656333,27.99,Arnold Robbins,O'Reilly Media,2011,Support for every text editing task
vi Editor Pocket Reference,443459,7.99,Arnold Robbins,O'Reilly Media,1999,
LDAP System Administration,443275,31.99,Gerald Carter,O'Reilly Media,2003,Putting Directories to Work
CSS Pocket Reference,96162533,32.99,Eric Meyer,O'Reilly Media,2018,Visual Presentation for the Web
Foundations of Data Science,209886874,66.49216422,Avrim Blum,Cambridge University Press,2020,
Programming Interviews Exposed,95841538,36.0,John Mongan,Wiley,2018,Coding Your Way Through the Interview
SHRM-CP/SHRM-SCP Certification All-in-One Exam Guide,209548035,72.73287,Dory Willer,McGraw Hill LLC,2018,
MOS Study Guide for Microsoft Excel Expert Exam MO-201,209969267,26.92463095,Paul McFedries,Pearson Education,2020,
Tabular Modeling in Microsoft SQL Server Analysis Services,95824184,64.63797095,Marco Russo,Pearson Education,2017,
Microsoft Excel 2019 Step by Step,209531173,43.08749095,Curtis Frye,Pearson Education,2018,
Writing for the Web,795557,32.31225095,Lynda Felder,Pearson Education,2011,"Creating Compelling Web Content Using Words, Pictures, and Sound"
R Cookbook,209721098,84.99,JD Long,O'Reilly Media,2019,"Proven Recipes for Data Analysis, Statistics, and Graphics"
Game Design Workshop,96319317,90.1036661,Tracy Fullerton,CRC Press,2018,"A Playcentric Approach to Creating Innovative Games, Fourth Edition"
Mastering GUI Programming with Python,209691182,52.99,Alan D. Moore,Packt Publishing,2019,Develop impressive cross-platform GUI applications with PyQt
Learn Algorithmic Trading,209884137,49.99,Sebastien Donadio,Packt Publishing,2019,Build and deploy algorithmic trading systems and strategies using Python and advanced data analysis
Deploying SharePoint 2019,209688868,63.82076688,Vlad Catrinescu,Apress,2019,"Installing, Configuring, and Optimizing for On-Premises and Hybrid Scenarios"
The Art of Feature Engineering,210023543,61.6778529,Pablo Duboue,Cambridge University Press,2020,Essentials for Machine Learning
The Art of Feature Engineering,210023543,61.6778529,Pablo Duboue,Cambridge University Press,2020,Essentials for Machine Learning
Excel 2019 For Dummies,96036968,35.99,Greg Harvey,Wiley,2018,
Marketing Analytics,1629159,65.99,Wayne L. Winston,Wiley,2014,Data-Driven Techniques with Microsoft Excel
Kerberos: The Definitive Guide,536807,56.99,Jason Garman,O'Reilly Media,2003,The Definitive Guide
Programming Pearls,95824297,48.47511095,Jon Bentley,Pearson Education,2016,
UML Distilled,96503648,53.86273095,Martin Fowler,Pearson Education,2018,A Brief Guide to the Standard Object Modeling Language
Windows Internals,95824379,53.86273095,Pavel Yosifovich,Pearson Education,2017,"System architecture, processes, threads, memory management, and more, Part 1"
Designing Software Architectures,95824261,48.47511095,Humberto Cervantes,Pearson Education,2016,A Practical Approach
"Practical Guide to Digital Forensics Investigations, A",210046858,74.06630595,Darren R. Hayes,Pearson Education,2020,
Flexbox in CSS,95787291,13.99,Estelle Weyl,O'Reilly Media,2017,
On Intelligence,632830,12.99,Jeff Hawkins,Henry Holt and Co.,2007,How a New Understanding of the Brain Will Lead to the Creation of Truly Intelligent Machines
Implementing Microsoft Dynamics 365 for Finance and Operations Apps,209975143,49.99,JJ Yadav,Packt Publishing,2020,"Learn best practices, architecture, tools, techniques, and more"
Neural Networks and Deep Learning,96334087,72.64116886,Charu C. Aggarwal,Springer International Publishing,2018,A Textbook
Visual Studio Code,209758170,54.0,Bruce Johnson,Wiley,2019,End-to-End Editing and Debugging Tools for Web Developers
Mastering AutoCAD for Mac,624458,59.99,George Omura,Wiley,2010,
C++ Templates,95863246,84.84154595,David Vandevoorde,Pearson Education,2017,The Complete Guide
Effective SQL,95824315,48.47511095,John L. Viescas,Pearson Education,2017,61 Specific Ways to Write Better SQL
iOS Swift Game Development Cookbook,138619974,67.99,Jonathon Manning,O'Reilly Media,2018,Simple Solutions for Game Development Problems
BGP,536838,35.99,Iljitsch van Beijnum,O'Reilly Media,2002,Building Reliable Networks with the Border Gateway Protocol
Algorithms in a Nutshell,2547057,58.99,George T. Heineman,O'Reilly Media,2016,A Practical Guide
Think Complexity,96308025,56.99,Allen Downey,O'Reilly Media,2018,Complexity Science and Computational Modeling
"Mastering Python Networking,",209980390,95.99,Eric Chou,Packt Publishing,2020,"Your one-stop solution to using Python for network automation, programmability, and DevOps"
Android Programming with Kotlin for Beginners,209675188,39.99,John Horton,Packt Publishing,2019,Build Android apps starting from zero programming experience with the new Kotlin programming language
The Complete Coding Interview Guide in Java,210110734,49.99,Anghel Leonard,Packt Publishing,2020,An effective guide for aspiring Java developers to ace their programming interviews
Learning Tableau 2020,210113416,79.99,Joshua N. Milligan,Packt Publishing,2020,"Create effective data visualizations, build interactive visual analytics, and transform your organization"
SQL For Dummies,209540618,43.99,Allen G. Taylor,Wiley,2018,
Level Up! The Guide to Great Video Game Design,1674395,56.0,Scott Rogers,Wiley,2014,
VB.NET Language Pocket Reference,443089,7.99,PhD Steven Roman,O'Reilly Media,2002,Syntax and Descriptions of the Visual Basic .NET Language
Ethernet Switches,1163704,12.99,Charles E. Spurgeon,O'Reilly Media,2013,An Introduction to Network Design with Switches
Kotlin Cookbook,209887033,67.99,Ken Kousen,O'Reilly Media,2019,A Problem-Focused Approach
WordPress 5 Complete,209748100,37.99,Karol Król,Packt Publishing,2019,Build beautiful and feature-rich websites from scratch
SQL Server 2017 Integration Services Cookbook,95796883,66.99,Christian Cote,Packt Publishing,2017,Powerful ETL techniques to load and transform data from almost any source
Software Architect's Handbook,96365582,55.99,Joseph Ingeno,Packt Publishing,2018,Become a successful software architect by implementing effective architecture concepts
Responsive Web Design with HTML5 and CSS,210014289,79.99,Ben Frain,Packt Publishing,2020,Develop future-proof responsive websites using the latest HTML5 and CSS techniques
The Statistics and Calculus with Python Workshop,210104216,39.99,Peter Farrell,Packt Publishing,2020,A comprehensive introduction to mathematics in Python for artificial intelligence applications
CISA – Certified Information Systems Auditor Study Guide,210106198,55.99,Hemang Doshi,Packt Publishing,2020,"Aligned with the CISA Review Manual 2019 to help you audit, monitor, and assess information systems"
Mastering Palo Alto Networks,210103778,73.99,Tom Piens aka 'reaper',Packt Publishing,2020,Deploy and manage industry-leading PAN-OS 10.x solutions to secure your users and infrastructure
"Power Of Computational Thinking, The: Games, Magic And Puzzles To Help You Become A Computational Thinker",95954413,25.591195,Peter William Mcowan,World Scientific Publishing Company,2017,
SQL All-in-One For Dummies,209648136,49.99,Allen G. Taylor,Wiley,2019,
Shell Scripting,818941,59.99,Steve Parker,Wiley,2011,"Expert Recipes for Linux, Bash, and more"
Effective Data Storytelling,209908368,53.0,Brent Dykes,Wiley,2019,"How to Drive Change with Data, Narrative and Visuals"
Agile Estimating and Planning,726272,61.94416095,Mike Cohn,Pearson Education,2005,
Programming with POSIX Threads,726231,87.53535595,David R. Butenhof,Pearson Education,1993,
97 Things About Ethics Everyone in Data Science Should Know,210100855,53.99,Bill Franks,O'Reilly Media,2020,
Effective Monitoring and Alerting,1083802,16.99,Slawek Ligus,O'Reilly Media,2012,For Web Operations
Getting Started with SQL,2524753,33.99,Thomas Nield,O'Reilly Media,2016,
Learning HTTP/2,95787272,44.99,Stephen Ludin,O'Reilly Media,2017,A Practical Guide for Beginners
Hands-On Microsoft Teams,210012228,55.99,João Ferreira,Packt Publishing,2020,A practical guide to enhancing enterprise collaboration with Microsoft Teams and Office 365
"LaTeX Cookbook, first edition",2412943,42.99,Stefan Kottwitz,Packt Publishing,2015,Over 90 hands-on recipes for quickly preparing LaTex documents to solve various challenging tasks
Learning Robotic Process Automation,96159153,44.99,Alok Mani Tripathi,Packt Publishing,2018,Create Software robots and automate business processes with the leading RPA tool – UiPath
Kibana 7 Quick Start Guide,209599068,33.99,Anurag Srivastava,Packt Publishing,2019,Visualize your Elasticsearch data with ease
Continuous Delivery with Docker and Jenkins,209696567,49.99,Rafał Leszko,Packt Publishing,2019,Create secure applications by building complete CI/CD pipelines
CompTIA Security+ Practice Tests SY0-501,209924838,22.99,Ian Neil,Packt Publishing,2020,Practice tests in 4 different formats and 6 cheat sheets to help you pass the CompTIA Security+ exam
Flutter Projects,209996187,33.99,Simone Alessandria,Packt Publishing,2020,"A practical, project-based guide to building real-world cross-platform mobile applications and games"
AI Ethics,210069933,22.99,Mark Coeckelbergh,MIT Press,2020,
"Reinforcement Learning, second edition",210070088,129.99,Richard S. Sutton,MIT Press,2018,An Introduction
tmux 2,95960909,25.99,Brian P. Hogan,Pragmatic Bookshelf,2016,Productive Mouse-Free Development
Retooling Politics,209981013,40.03990422,Andreas Jungherr,Cambridge University Press,2020,How Digital Media Are Shaping Democracy
Natural Language Processing,210171764,81.71984856,Yue Zhang,Cambridge University Press,2021,A Machine Learning Perspective
Machine Learning with Neural Networks,210338383,60.8842851,Bernhard Mehlig,Cambridge University Press,2021,An Introduction for Scientists and Engineers
Data Visualization for Social and Policy Research,210499369,45.64778334,Jose Manuel Magallanes Reyes,Cambridge University Press,2022,A Step-by-Step Approach Using R and Python
A Hands-On Introduction to Machine Learning,210710545,71.29765812,Chirag Shah,Cambridge University Press,2022,
CompTIA Security+ Practice Tests,210202561,50.0,David Seidl,Wiley,2021,Exam SY0-601
Windows 11 For Dummies,210401993,33.99,Andy Rathbone,Wiley,2021,
Microsoft Excel 365 Bible,210494701,66.0,Michael Alexander,Wiley,2022,
"CISM Certified Information Security Manager Practice Exams, Second Edition",210743611,53.8762,Peter H. Gregory,McGraw Hill LLC,2023,
Modern Mainframe Development,210523468,84.99,Tom Taulli,O'Reilly Media,2022,
The AI Ladder,210031732,59.99,Rob Thomas,O'Reilly Media,2020,Accelerate Your Journey to AI
Exam Ref DA-100 Analyzing Data with Microsoft Power BI,210180963,43.08749095,Daniil Maslyuk,Pearson Education,2021,
Computer Networking Problems and Solutions,95923858,74.06630595,Russ White,Pearson Education,2017,"An innovative approach to building resilient, modern networks"
"Object-Oriented Thought Process, The",209653533,43.08749095,Matt Weisfeld,Pearson Education,2019,
Introduction to Game Systems Design,210230848,43.08749095,Dax Gazaway,Pearson Education,2021,
Managing the Unmanageable,210046623,48.47511095,Mickey W. Mantle,Pearson Education,2019,"Rules, Tools, and Insights for Managing Software People and Teams"
Clean Craftsmanship,210299954,48.47511095,Robert C. Martin,Pearson Education,2021,"Disciplines, Standards, and Ethics"
Advanced Game Design,95897366,64.63797095,Michael Sellers,Pearson Education,2017,A Systems Approach
Product Analytics,210046865,53.86273095,Joanne Rodrigues,Pearson Education,2020,Applied Data Science Techniques for Actionable Consumer Insights
"Modern Security Operations Center, The",210062836,64.63797095,Joseph Muniz,Pearson Education,2021,
Microsoft Excel Data Analysis and Business Modeling (Office 2021 and Microsoft 365),210391120,53.86273095,Wayne Winston,Pearson Education,2021,
Adobe InDesign Classroom in a Book (2022 release),210391127,70.02559095,Kelly Kordes Anton,Pearson Education,2021,
Functional and Concurrent Programming,210640421,64.63797095,Michel Charpentier,Pearson Education,2022,Core Concepts and Features
Beautiful C++,210391121,48.47511095,J. Guy Davidson,Pearson Education,2021,"30 Core Guidelines for Writing Clean, Safe, and Fast Code"
Functional and Concurrent Programming,210640421,64.63797095,Michel Charpentier,Pearson Education,2022,Core Concepts and Features
Exam Ref DP-900 Microsoft Azure Data Fundamentals,210169116,43.08749095,Daniel A. Seara,Pearson Education,2021,
PThreads Programming,1115644,32.99,Dick Buttlar,O'Reilly Media,1996,A POSIX Standard for Better Multiprocessing
802.11ac: A Survival Guide,1323196,15.99,Matthew S. Gast,O'Reilly Media,2013,Wi-Fi at Gigabit and Beyond
Modern Data Protection,210280548,71.99,W. Curtis Preston,O'Reilly Media,2021,
Mastering Apache Pulsar,210430227,84.99,Jowanza Joseph,O'Reilly Media,2021,
Scaling Python with Ray,210715872,71.99,Holden Karau,O'Reilly Media,2022,
Practical Linux System Administration,210823152,84.99,Kenneth Hess,O'Reilly Media,2023,
Game Design Theory,989818,76.5005461,Keith Burgun,CRC Press,2012,A New Philosophy for Understanding Games
"Digital Design and Computer Architecture, RISC-V Edition",210335922,106.39202595,Sarah Harris,Elsevier Science,2021,
MATLAB,210559730,71.37249595,Dorothy C. Attaway,Elsevier Science,2022,A Practical Introduction to Programming and Problem Solving
Programming Language Pragmatics,2467594,95.61678595,Michael Scott,Elsevier Science,2015,
Digital Design and Computer Architecture,980017,95.61678595,David Harris,Elsevier Science,2012,
Privacy in the Age of Big Data,210722227,42.5,Theresa Payton,Rowman & Littlefield Publishers,2023,"Recognizing Threats, Defending Your Rights, and Protecting Your Family"
Mastering Graphics Programming with Vulkan,210747632,45.99,Marco Castorina,Packt Publishing,2023,Develop a modern rendering engine from first principles to state-of-the-art techniques
Mastering Python,2582753,44.99,Igor Milovanovic,Packt Publishing,2016,Master the art of writing beautiful and powerful Python by using all of the features that Python 3.5 offers
Practical Big Data Analytics,95945996,49.99,Nataraj Dasgupta,Packt Publishing,2018,"Hands-on techniques to implement enterprise analytics and machine learning using Hadoop, Spark, NoSQL and R"
C# Data Structures and Algorithms,96170578,55.99,Marcin Jamro,Packt Publishing,2018,Explore the possibilities of C# for developing a variety of efficient applications
Node Cookbook..,210173999,45.99,Bethany Griggs,Packt Publishing,2020,"Discover solutions, techniques, and best practices for server-side web development with Node.js 14"
Hands-On Gradient Boosting with XGBoost and scikit-learn,210186686,53.99,Corey Wade,Packt Publishing,2020,Perform accessible machine learning and extreme gradient boosting with Python
Becoming a Salesforce Certified Technical Architect,210228951,70.99,Tameem Bahri,Packt Publishing,2021,Prepare for the review board by practicing example-led architectural strategies and best practices
Architecting Google Cloud Solutions,210244589,49.99,Victor Dantas,Packt Publishing,2021,Learn to design robust and future-proof solutions with Google Cloud technologies
Agile Model-Based Systems Engineering Cookbook,210258889,46.99,Dr. Bruce Powel Douglass,Packt Publishing,2021,Improve system development by applying proven recipes for effective agile systems engineering
The macOS User Administration Guide,210303667,49.99,Herta Nava,Packt Publishing,2021,"A practical guide to implementing, managing, and optimizing macOS Big Sur features and tools"
Android Programming for Beginners,210303670,44.99,John Horton,Packt Publishing,2021,"Build in-depth, full-featured Android apps starting from zero programming experience"
Expert Python Programming – Fourth Edition,210306524,49.99,Michał Jaworski,Packt Publishing,2021,Master Python by learning the best coding practices and advanced programming concepts
Python Object-Oriented Programming,210329606,50.99,Steven F. Lott,Packt Publishing,2021,Build robust and maintainable object-oriented Python applications and libraries
Angular Projects,210360606,50.99,Aristeidis Bampakos,Packt Publishing,2021,Build modern web apps by exploring Angular 12 with 10 different projects and cutting-edge technologies
Azure Databricks Cookbook,210357739,55.99,Phani Raj,Packt Publishing,2021,Accelerate and scale real-time analytics solutions using the Apache Spark-based analytics service
"Learn Python Programming, 3rd edition",210407652,47.99,Fabrizio Romano,Packt Publishing,2021,An in-depth introduction to the fundamentals of Python
Learn Power BI,210416162,47.99,Gregory Deckler,Packt Publishing,2022,"A comprehensive, step-by-step guide for beginners to learn real-world business intelligence"
Data Engineering with AWS,210426067,65.99,Gareth Eagar,Packt Publishing,2021,Learn how to design and build cloud-based data transformation pipelines using AWS
Designing and Prototyping Interfaces with Figma,210495838,60.99,Fabio Staiano,Packt Publishing,2022,"Learn essential UX/UI design principles by creating interactive prototypes for mobile, tablet, and desktop"
Linux Service Management Made Easy with systemd,210525880,42.99,Donald A. Tevault,Packt Publishing,2022,"Advanced techniques to effectively manage, control, and monitor Linux systems and services"
ASP.NET Core 6 and Angular,210530279,55.99,Valerio De Sanctis,Packt Publishing,2022,Full-stack web development with ASP.NET 6 and Angular 13
Mastering Microsoft Power BI,210590736,50.99,Greg Deckler,Packt Publishing,2022,Expert techniques to create interactive insights for effective data analytics and business intelligence
GPT-3,210766392,35.99,Sandra Kublik,Packt Publishing,2023,The Ultimate Guide To Building NLP Products With OpenAI API
"Continuous Delivery with Docker and Jenkins, 3rd Edition",210543959,60.99,Rafał Leszko,Packt Publishing,2022,Create secure applications by building complete CI/CD pipelines
Hands-On Graph Neural Networks Using Python,210812313,50.99,Maxime Labonne,Packt Publishing,2023,Practical techniques and architectures for building powerful graph and deep learning apps with PyTorch
Design Made Easy with Inkscape,210821870,45.99,Christopher Rogers,Packt Publishing,2023,A practical guide to your journey from beginner to pro-level vector illustration
Generic Data Structures and Algorithms in Go,210620501,85.54482118,Richard Wiener,Apress,2022,"An Applied Approach Using Concurrency, Genericity and Heuristics"
Modern CSS,210135414,50.23415098,Joe Attardi,Apress,2020,Master the Key Concepts of CSS for Modern Web Development
Zero Trust Security,210234960,63.82076688,Jason Garbis,Apress,2021,An Enterprise Guide
Java EE 7 Recipes,1317627,71.95820528,Josh Juneau,Apress,2013,A Problem-Solution Approach
Modern Data Access with Entity Framework Core,96300006,85.54482118,Holger Schwichtenberg,Apress,2018,"Database Programming Techniques for .NET, .NET Core, UWP, and Xamarin with C#"
Solving Identity Management in Modern Applications,210710196,77.39285164,Yvonne Wilson,Apress,2022,"Demystifying OAuth 2, OpenID Connect, and SAML 2"
PostgreSQL Query Optimization,210275373,71.95820528,Henrietta Dombrovskaya,Apress,2021,The Ultimate Guide to Building Efficient Queries
Beginning Rust,210450530,77.39285164,Carlo Milanesi,Apress,2022,Get Started with Rust 2021 Edition
Practical Machine Learning with Rust,209908191,63.82076688,Joydeep Bhattacharjee,Apress,2019,Creating Intelligent Applications in Rust
Decoupled Django,210329838,63.82076688,Valentino Gagliardi,Apress,2021,Understand and Build Decoupled Django Architectures for JavaScript Front-ends
A Playful Production Process,210179723,59.99,Richard Lemarchand,MIT Press,2021,For Game Designers (and Everyone)
Technical Debt in Practice,210168259,45.99,Neil Ernst,MIT Press,2021,How to Find It and Fix It
Ruby Under a Microscope,95833425,33.95,Pat Shaughnessy,No Starch Press,2013,An Illustrated Guide to Ruby Internals
Supercharge Power BI,96179038,19.99,Matt Allington,Holy Macro! Books,2021,Power BI is Better When You Learn To Write DAX
The Cucumber for Java Book,95960869,40.99,Seb Rose,Pragmatic Bookshelf,2015,Behaviour-Driven Development for Testers and Developers
"ITIL® 4 Create, Deliver and Support (CDS)",210414572,50.7863343,Claire Agutter,IT Governance Publishing,2021,Your companion to the ITIL 4 Managing Professional CDS certification
Nonsequential and Distributed Programming with Go,210207568,79.90673886,Christian Maurer,Springer Fachmedien Wiesbaden,2021,Synchronization of Concurrent Processes: Communication - Cooperation - Competition
Exploring Microsoft Office,210119291,6.99,Kevin Wilson,Elluminet Press Ltd,2020,"The Illustrated, Practical Guide to Using Office and Microsoft 365"
The Data Warehouse ETL Toolkit,219051,70.0,Ralph Kimball,Wiley,2004,"Practical Techniques for Extracting, Cleaning, Conforming, and Delivering Data"
Microsoft Project 2016 Step by Step,95824199,43.08749095,Carl Chatfield,Pearson Education,2016,
Programming in Ada 2012,1682472,129.01648944,John Barnes,Cambridge University Press,2014,
100 Excel Simulations,2710261,19.99,Gerard M. Verschuuren,Holy Macro! Books,2016,"Using Excel to Model Risk, Investments, Genetics, Growth, Gambling and Monte Carlo Analysis"
Java Concurrency in Practice,260347,64.63797095,Tim Peierls,Pearson Education,2006,
Adobe Premiere Pro Classroom in a Book (2020 release),209972770,64.63797095,Maxim Jago,Pearson Education,2020,
"SQL in 10 Minutes, Sams Teach Yourself",1048965,32.31225095,Ben Forta,Pearson Education,2012,
Lambda-Calculus and Combinators,352945,92.94442422,J. Roger Hindley,Cambridge University Press,2008,An Introduction
OCP: Oracle Certified Professional Java SE 8 Programmer II Study Guide,2468942,60.0,Jeanne Boyarsky,Wiley,2015,Exam 1Z0-809
100 Things Every Designer Needs to Know About People,683530,32.31225095,Susan Weinschenk,Pearson Education,2011,
Microsoft Dynamics 365 For Dummies,95948823,35.99,Renato Bellu,Wiley,2018,
